epoch,avg_train_loss,train_seconds,validation_seconds,val_auprc,val_auroc,best_val_auprc_so_far,best_epoch_so_far,patience_count,peak_gpu_memory_mb_so_far
1,0.8170030593872071,0.515366758001619,0.38687748700613156,0.12257004941692973,0.5447085084033614,0.12257004941692973,1,0,149.37646484375
2,0.775123405456543,0.5502897740079788,0.42375854299461935,0.12275711617712762,0.5450555222088835,0.12275711617712762,2,0,149.37646484375
3,0.734197473526001,0.512637027000892,0.42235371499555185,0.12119665520861,0.5427389705882353,0.12275711617712762,2,1,149.376953125
4,0.696416187286377,0.5253189599898178,0.44448665900563356,0.12014146848118977,0.5430672268907563,0.12275711617712762,2,2,149.376953125
5,0.6628179550170898,1.4892257289902773,0.5459272099978989,0.11929222306748849,0.541923019207683,0.12275711617712762,2,3,149.376953125
6,0.6265238761901856,0.5590443900000537,0.5674418720009271,0.11755514588441533,0.5410320378151261,0.12275711617712762,2,4,149.376953125
7,0.5979838371276855,0.6413220889953664,0.5942064430128084,0.11595236386225255,0.5404036614645858,0.12275711617712762,2,5,149.376953125
8,0.5689750671386719,1.4528881940059364,0.42298807900806423,0.1156069566082629,0.5407131602641057,0.12275711617712762,2,6,149.376953125
9,0.5454759120941162,1.6553632090071915,1.3813999269914348,0.1155891839001854,0.541046105942377,0.12275711617712762,2,7,149.376953125
10,0.5175642490386962,0.5246213380014524,0.3968976859905524,0.11550771866833982,0.5411914765906363,0.12275711617712762,2,8,149.37890625
11,0.5064349174499512,0.5191910970024765,0.46292719400662463,0.11539070969130637,0.5412571278511404,0.12275711617712762,2,9,149.37890625
12,0.47475104331970214,0.601399153994862,0.4377392980095465,0.11543034844436667,0.5414165666266506,0.12275711617712762,2,10,149.37890625
13,0.46048460006713865,0.555043549000402,0.42065883200848475,0.1156069166299239,0.541608831032413,0.12275711617712762,2,11,149.37890625
14,0.43502044677734375,0.5178794800012838,0.42910341499373317,0.11581649323837845,0.5420730792316927,0.12275711617712762,2,12,149.37890625
15,0.42679486274719236,0.5301418540038867,0.4378989339893451,0.11575171336659583,0.5420543217286915,0.12275711617712762,2,13,149.37939453125
16,0.4058363914489746,0.6009184110007482,0.42778603300394025,0.11564349127972041,0.542593599939976,0.12275711617712762,2,14,149.37939453125
17,0.4004813194274902,0.574670641013654,0.4604022249986883,0.11565141068913477,0.5430109543817527,0.12275711617712762,2,15,149.37939453125
18,0.3814610242843628,0.5715493239986245,0.4730933399987407,0.11568749131117714,0.5434517557022809,0.12275711617712762,2,16,149.37939453125
19,0.3683907508850098,0.6265925049956422,0.4413969529996393,0.11564038458269352,0.54406137454982,0.12275711617712762,2,17,149.37939453125
20,0.3593588352203369,0.5201611150114331,0.4470491230022162,0.11573795078726251,0.5448491896758704,0.12275711617712762,2,18,149.384765625
21,0.359187388420105,0.5473433309962275,0.39243768400046974,0.11593473139903455,0.5455713535414165,0.12275711617712762,2,19,149.384765625
22,0.3557687282562256,0.5957177819946082,0.47000239200133365,0.11608136568878263,0.5462560024009604,0.12275711617712762,2,20,149.384765625
