ratio,n_seeds,auprc_mean,auprc_sd,auroc_mean,auroc_sd,macro_f1_mean,macro_f1_sd,fraud_precision_mean,fraud_precision_sd,fraud_recall_mean,fraud_recall_sd,fraud_f1_mean,fraud_f1_sd,gmean_mean,gmean_sd,total_train_seconds_mean,total_train_seconds_sd,test_inference_seconds_mean,test_inference_seconds_sd,peak_gpu_memory_mb_mean,peak_gpu_memory_mb_sd
TR40,3,0.45842107590842035,0.0727104325505471,0.8305860431566646,0.011355031584935834,0.734577104504664,0.06536161197296193,0.5149383089207614,0.17007047057153418,0.5560044893378226,0.1471135181047823,0.515629750688011,0.11512360294471204,0.7196825535872304,0.0917796804569562,153.67523652767704,61.35279582783598,0.3105926446684559,0.18196459672423898,193.0966796875,0.0
TR30,3,0.22969914653266288,0.05571091857863353,0.7113883850465772,0.05470595054133796,0.6074132966305116,0.05062169646217008,0.2844333367529501,0.08720839386996378,0.3526374859708193,0.16544610831740791,0.28937996551447265,0.09118363816087321,0.5505430790142446,0.1346792926685996,1482.40686732469,396.4764644010139,2.4071281696669757,1.127904109490203,193.0966796875,0.0
TR20,3,0.13375246751704226,0.1095974813587523,0.49525753925471444,0.19218737712843484,0.5196346825591789,0.05003584231120829,0.11774171905069393,0.06390984422136363,0.190347923681257,0.2941615270849926,0.11471947243207892,0.1433465400306375,0.3119364595224097,0.2971732538055487,164.41814247698736,199.1312938512504,0.13607610733015463,0.015769461848116714,193.0966796875,0.0
TR10,3,0.07366880310389214,0.009943623365855386,0.4853953208472983,0.050597937134022976,0.479848785708985,0.0005272822985469132,0.0102880658436214,0.017819452752766227,0.0011223344556677889,0.0019439403003017703,0.0020238818053025707,0.0035054661152982745,0.019254824125506425,0.03335033367618011,104.51490116399266,25.307069554569654,1.428665069664324,1.9927687561300078,193.0966796875,0.0
